id,value,count
TEST_04814,[],0
TEST_04815,"[[0, 5000]]",1
TEST_04816,[],0
TEST_04817,"[[0, 4980]]",1
TEST_04818,"[[1350, 4980]]",1
TEST_04819,"[[0, 4990]]",1
TEST_04820,"[[460, 4990]]",1
TEST_04821,"[[390, 940], [1220, 4980]]",2
TEST_04822,"[[150, 720]]",1
TEST_04823,"[[0, 4980]]",1
TEST_04824,"[[2690, 4980]]",1
TEST_04825,"[[510, 4020]]",1
TEST_04826,"[[50, 730], [3750, 4980]]",2
TEST_04827,"[[0, 4990]]",1
TEST_04828,"[[0, 4990]]",1
TEST_04829,"[[0, 4980]]",1
TEST_04830,"[[0, 4980]]",1
TEST_04831,"[[100, 4990]]",1
TEST_04832,"[[0, 4990]]",1
TEST_04833,[],0
TEST_04834,[],0
TEST_04835,"[[0, 4980]]",1
TEST_04836,"[[0, 4980]]",1
TEST_04837,"[[120, 2820]]",1
TEST_04838,"[[870, 3800]]",1
TEST_04839,"[[0, 4980]]",1
TEST_04840,"[[0, 1620], [2860, 4010], [4430, 5010]]",3
TEST_04841,[],0
TEST_04842,"[[0, 5010]]",1
TEST_04843,"[[0, 4980]]",1
TEST_04844,"[[0, 4980]]",1
TEST_04845,"[[0, 4980]]",1
TEST_04846,"[[1070, 3170]]",1
TEST_04847,"[[50, 800]]",1
TEST_04848,"[[80, 1620]]",1
TEST_04849,[],0
TEST_04850,"[[0, 4430]]",1
TEST_04851,[],0
TEST_04852,"[[2630, 4060]]",1
TEST_04853,"[[350, 2640]]",1
TEST_04854,"[[1000, 3260]]",1
TEST_04855,[],0
TEST_04856,"[[810, 3450], [3730, 4980]]",2
TEST_04857,"[[330, 4980]]",1
TEST_04858,"[[820, 3690]]",1
TEST_04859,[],0
TEST_04860,"[[560, 4020]]",1
TEST_04861,"[[0, 4990]]",1
TEST_04862,"[[0, 5000]]",1
TEST_04863,[],0
TEST_04864,"[[0, 4220]]",1
TEST_04865,"[[0, 2650], [2960, 4980]]",2
TEST_04866,"[[180, 1110], [1390, 2700], [2980, 3640], [4340, 4980]]",4
TEST_04867,"[[0, 4990]]",1
TEST_04868,"[[0, 4980]]",1
TEST_04869,"[[200, 2810]]",1
TEST_04870,"[[1680, 3910]]",1
TEST_04871,[],0
TEST_04872,"[[0, 440], [1360, 2940], [3270, 4980]]",3
TEST_04873,"[[1440, 3250]]",1
TEST_04874,[],0
TEST_04875,"[[320, 3660]]",1
TEST_04876,"[[1140, 3820]]",1
TEST_04877,"[[0, 3630]]",1
TEST_04878,"[[0, 4980]]",1
TEST_04879,"[[0, 4980]]",1
TEST_04880,"[[490, 2620]]",1
TEST_04881,"[[0, 4980]]",1
TEST_04882,"[[2940, 3800]]",1
TEST_04883,[],0
TEST_04884,[],0
TEST_04885,"[[2190, 2800]]",1
TEST_04886,"[[170, 4990]]",1
TEST_04887,"[[0, 4980]]",1
TEST_04888,"[[0, 5000]]",1
TEST_04889,"[[40, 2070]]",1
TEST_04890,"[[130, 4980]]",1
TEST_04891,"[[0, 2060], [2340, 4980]]",2
TEST_04892,"[[0, 460]]",1
TEST_04893,[],0
TEST_04894,"[[830, 2380]]",1
TEST_04895,"[[0, 3040]]",1
TEST_04896,"[[620, 2250], [2540, 3450]]",2
TEST_04897,"[[1300, 4990]]",1
TEST_04898,"[[0, 5000]]",1
TEST_04899,"[[0, 5000]]",1
TEST_04900,"[[1010, 5000]]",1
TEST_04901,"[[0, 5000]]",1
TEST_04902,"[[0, 4990]]",1
TEST_04903,"[[200, 4980]]",1
TEST_04904,"[[0, 4980]]",1
TEST_04905,"[[180, 4980]]",1
TEST_04906,"[[0, 4980]]",1
TEST_04907,"[[0, 4980]]",1
TEST_04908,[],0
TEST_04909,"[[0, 4980]]",1
TEST_04910,"[[0, 4990]]",1
TEST_04911,"[[0, 3200], [4400, 5010]]",2
TEST_04912,"[[0, 4980]]",1
TEST_04913,"[[0, 4990]]",1
TEST_04914,"[[0, 990], [4080, 4980]]",2
TEST_04915,[],0
TEST_04916,"[[2200, 4990]]",1
TEST_04917,"[[0, 4980]]",1
TEST_04918,[],0
TEST_04919,"[[400, 4980]]",1
TEST_04920,"[[2560, 4980]]",1
TEST_04921,"[[0, 5010]]",1
TEST_04922,"[[0, 4980]]",1
TEST_04923,"[[0, 4980]]",1
TEST_04924,[],0
TEST_04925,"[[1440, 4280]]",1
TEST_04926,"[[0, 4980]]",1
TEST_04927,"[[550, 3780]]",1
TEST_04928,[],0
TEST_04929,"[[0, 4980]]",1
TEST_04930,"[[3050, 4320]]",1
TEST_04931,"[[0, 4990]]",1
TEST_04932,"[[0, 4990]]",1
TEST_04933,"[[0, 4980]]",1
TEST_04934,"[[0, 4990]]",1
TEST_04935,"[[750, 2370], [3230, 3820]]",2
TEST_04936,"[[210, 4990]]",1
TEST_04937,[],0
TEST_04938,"[[0, 5000]]",1
TEST_04939,"[[0, 4980]]",1
TEST_04940,"[[530, 3740]]",1
TEST_04941,"[[0, 4980]]",1
TEST_04942,"[[0, 4980]]",1
TEST_04943,"[[0, 4980]]",1
TEST_04944,"[[0, 4980]]",1
TEST_04945,[],0
TEST_04946,"[[0, 4980]]",1
TEST_04947,"[[0, 4980]]",1
TEST_04948,"[[0, 4980]]",1
TEST_04949,"[[570, 3710]]",1
TEST_04950,"[[0, 5000]]",1
TEST_04951,"[[0, 4980]]",1
TEST_04952,"[[0, 5010]]",1
TEST_04953,[],0
TEST_04954,"[[770, 1340]]",1
TEST_04955,"[[0, 5000]]",1
TEST_04956,"[[0, 5010]]",1
TEST_04957,"[[0, 4990]]",1
TEST_04958,"[[180, 4990]]",1
TEST_04959,"[[2470, 3740]]",1
TEST_04960,"[[0, 4990]]",1
TEST_04961,"[[0, 4990]]",1
TEST_04962,"[[0, 4990]]",1
TEST_04963,[],0
TEST_04964,"[[3000, 5000]]",1
TEST_04965,"[[100, 4990]]",1
TEST_04966,"[[820, 4980]]",1
TEST_04967,[],0
TEST_04968,"[[0, 3240], [3560, 4980]]",2
TEST_04969,"[[0, 4250]]",1
TEST_04970,"[[0, 1190]]",1
TEST_04971,"[[0, 5010]]",1
TEST_04972,[],0
TEST_04973,"[[800, 2610]]",1
TEST_04974,"[[0, 4980]]",1
TEST_04975,"[[690, 2770]]",1
TEST_04976,"[[0, 4980]]",1
TEST_04977,"[[0, 4980]]",1
TEST_04978,"[[0, 3760], [4040, 4980]]",2
TEST_04979,"[[1060, 1960], [4550, 4980]]",2
TEST_04980,"[[0, 4980]]",1
TEST_04981,"[[0, 5010]]",1
TEST_04982,"[[460, 4470]]",1
TEST_04983,"[[0, 4990]]",1
TEST_04984,"[[200, 3720]]",1
TEST_04985,"[[0, 4980]]",1
TEST_04986,"[[0, 3920]]",1
TEST_04987,"[[3400, 4400]]",1
TEST_04988,"[[0, 1760]]",1
TEST_04989,"[[0, 4980]]",1
TEST_04990,"[[160, 4130]]",1
TEST_04991,"[[0, 5010]]",1
TEST_04992,"[[0, 2800]]",1
TEST_04993,"[[1050, 5010]]",1
TEST_04994,"[[250, 4390]]",1
TEST_04995,"[[20, 5010]]",1
TEST_04996,"[[990, 1740]]",1
TEST_04997,[],0
TEST_04998,"[[0, 4980]]",1
TEST_04999,"[[0, 4990]]",1
TEST_05000,"[[0, 4980]]",1
TEST_05001,"[[260, 1950]]",1
TEST_05002,"[[0, 4990]]",1
TEST_05003,"[[460, 3620]]",1
TEST_05004,"[[0, 4980]]",1
TEST_05005,"[[0, 1620], [3590, 4980]]",2
TEST_05006,"[[0, 4980]]",1
TEST_05007,"[[10, 5000]]",1
TEST_05008,"[[0, 5000]]",1
TEST_05009,"[[0, 4980]]",1
TEST_05010,"[[0, 5010]]",1
TEST_05011,"[[0, 330], [1150, 2060], [2510, 4980]]",3
TEST_05012,"[[0, 4980]]",1
TEST_05013,"[[0, 4980]]",1
TEST_05014,"[[0, 4980]]",1
TEST_05015,[],0
TEST_05016,[],0
TEST_05017,"[[0, 4980]]",1
TEST_05018,"[[0, 1870], [2150, 5010]]",2
TEST_05019,"[[0, 1220]]",1
TEST_05020,"[[0, 4400]]",1
TEST_05021,"[[330, 3050]]",1
TEST_05022,"[[0, 4980]]",1
TEST_05023,"[[0, 4980]]",1
TEST_05024,"[[0, 500]]",1
TEST_05025,[],0
TEST_05026,"[[1150, 1970], [2630, 3160], [4260, 4980]]",3
TEST_05027,"[[0, 4990]]",1
TEST_05028,"[[360, 4990]]",1
TEST_05029,"[[0, 4980]]",1
TEST_05030,"[[0, 4980]]",1
TEST_05031,"[[0, 490]]",1
TEST_05032,"[[0, 2730], [4390, 4980]]",2
TEST_05033,"[[300, 5000]]",1
TEST_05034,[],0
TEST_05035,[],0
TEST_05036,"[[1450, 5000]]",1
TEST_05037,"[[1260, 4980]]",1
TEST_05038,[],0
TEST_05039,"[[1620, 3760]]",1
TEST_05040,"[[0, 4990]]",1
TEST_05041,"[[0, 4980]]",1
TEST_05042,"[[0, 5010]]",1
TEST_05043,"[[0, 1990], [2280, 4980]]",2
TEST_05044,"[[1870, 5000]]",1
TEST_05045,"[[50, 5010]]",1
TEST_05046,"[[0, 4980]]",1
TEST_05047,"[[950, 4160]]",1
TEST_05048,"[[590, 2570]]",1
TEST_05049,"[[0, 5000]]",1
TEST_05050,"[[3950, 4980]]",1
TEST_05051,"[[0, 4980]]",1
TEST_05052,"[[0, 1690], [1980, 4060], [4340, 4980]]",3
TEST_05053,"[[0, 4980]]",1
TEST_05054,"[[0, 4980]]",1
TEST_05055,"[[3460, 4980]]",1
TEST_05056,"[[560, 4980]]",1
TEST_05057,"[[0, 4990]]",1
TEST_05058,"[[0, 3370], [3650, 4980]]",2
TEST_05059,"[[0, 4980]]",1
TEST_05060,[],0
TEST_05061,"[[1510, 2490]]",1
TEST_05062,"[[0, 4980]]",1
TEST_05063,"[[520, 2390], [2810, 3720]]",2
TEST_05064,"[[2060, 4410]]",1
TEST_05065,"[[340, 1500]]",1
TEST_05066,[],0
TEST_05067,[],0
TEST_05068,"[[0, 3920], [4290, 4980]]",2
TEST_05069,"[[220, 5010]]",1
TEST_05070,"[[0, 4980]]",1
TEST_05071,"[[0, 5000]]",1
TEST_05072,"[[1520, 3570]]",1
TEST_05073,"[[420, 4980]]",1
TEST_05074,"[[0, 1700], [1980, 4980]]",2
TEST_05075,"[[0, 4980]]",1
TEST_05076,"[[0, 4980]]",1
TEST_05077,"[[0, 4980]]",1
TEST_05078,"[[0, 4980]]",1
TEST_05079,"[[0, 4980]]",1
TEST_05080,"[[0, 3280]]",1
TEST_05081,"[[0, 390]]",1
TEST_05082,"[[0, 5000]]",1
TEST_05083,"[[750, 3240], [4220, 4980]]",2
TEST_05084,[],0
TEST_05085,"[[0, 4980]]",1
TEST_05086,"[[1860, 4980]]",1
TEST_05087,"[[0, 4980]]",1
TEST_05088,"[[0, 4980]]",1
TEST_05089,"[[0, 4980]]",1
TEST_05090,[],0
TEST_05091,"[[180, 4980]]",1
TEST_05092,"[[2230, 4160]]",1
TEST_05093,[],0
TEST_05094,"[[0, 4980]]",1
TEST_05095,[],0
TEST_05096,"[[0, 4980]]",1
TEST_05097,"[[390, 2200], [2580, 3660]]",2
TEST_05098,[],0
TEST_05099,"[[0, 4980]]",1
TEST_05100,"[[3760, 4430]]",1
TEST_05101,"[[0, 4980]]",1
TEST_05102,"[[0, 400], [840, 4980]]",2
TEST_05103,"[[0, 4980]]",1
TEST_05104,[],0
TEST_05105,"[[0, 4990]]",1
TEST_05106,"[[0, 4980]]",1
TEST_05107,"[[0, 4980]]",1
TEST_05108,[],0
TEST_05109,"[[270, 2270], [2550, 4350]]",2
TEST_05110,"[[0, 4980]]",1
TEST_05111,"[[590, 4980]]",1
TEST_05112,"[[2590, 4990]]",1
TEST_05113,"[[0, 4980]]",1
TEST_05114,"[[0, 4980]]",1
TEST_05115,[],0
TEST_05116,"[[0, 4980]]",1
TEST_05117,[],0
TEST_05118,"[[1270, 4250]]",1
TEST_05119,"[[1050, 2710]]",1
TEST_05120,[],0
TEST_05121,"[[0, 4980]]",1
TEST_05122,"[[0, 4980]]",1
TEST_05123,[],0
TEST_05124,"[[0, 3480], [3760, 4980]]",2
TEST_05125,"[[0, 4980]]",1
TEST_05126,"[[0, 4980]]",1
TEST_05127,"[[0, 4990]]",1
TEST_05128,"[[2410, 3130]]",1
TEST_05129,"[[0, 4990]]",1
TEST_05130,"[[0, 4980]]",1
TEST_05131,"[[0, 4980]]",1
TEST_05132,"[[90, 4990]]",1
TEST_05133,"[[0, 4990]]",1
TEST_05134,"[[0, 4980]]",1
TEST_05135,"[[0, 4980]]",1
TEST_05136,"[[80, 2510]]",1
TEST_05137,"[[0, 4980]]",1
TEST_05138,"[[0, 4980]]",1
TEST_05139,"[[1050, 3550]]",1
TEST_05140,[],0
TEST_05141,"[[0, 2430], [3150, 3890]]",2
TEST_05142,"[[0, 5010]]",1
TEST_05143,"[[0, 4990]]",1
TEST_05144,"[[0, 4980]]",1
TEST_05145,"[[0, 480], [1100, 2800], [4400, 4980]]",3
TEST_05146,"[[0, 4980]]",1
TEST_05147,"[[700, 5010]]",1
TEST_05148,"[[0, 4980]]",1
TEST_05149,[],0
TEST_05150,"[[0, 490], [790, 1420], [2710, 4250]]",3
TEST_05151,"[[350, 4980]]",1
TEST_05152,"[[330, 2740], [3450, 4980]]",2
TEST_05153,"[[0, 4980]]",1
TEST_05154,"[[0, 1530], [1940, 4990]]",2
TEST_05155,"[[220, 4980]]",1
TEST_05156,"[[0, 4980]]",1
TEST_05157,"[[50, 1900]]",1
TEST_05158,"[[0, 4980]]",1
TEST_05159,"[[90, 3700], [3990, 4980]]",2
TEST_05160,"[[0, 2140], [3200, 3940], [4220, 4980]]",3
TEST_05161,"[[2120, 3970]]",1
TEST_05162,[],0
TEST_05163,"[[2680, 4990]]",1
TEST_05164,"[[0, 5010]]",1
TEST_05165,"[[0, 5010]]",1
TEST_05166,"[[0, 4980]]",1
TEST_05167,"[[650, 2080], [2920, 4990]]",2
TEST_05168,"[[0, 4980]]",1
TEST_05169,"[[1360, 5000]]",1
TEST_05170,[],0
TEST_05171,"[[1610, 4310]]",1
TEST_05172,"[[0, 4980]]",1
TEST_05173,"[[2140, 2740]]",1
TEST_05174,"[[0, 4980]]",1
TEST_05175,"[[800, 3600], [4150, 4990]]",2
TEST_05176,"[[0, 4980]]",1
TEST_05177,"[[200, 4990]]",1
TEST_05178,"[[0, 4980]]",1
TEST_05179,"[[430, 2860]]",1
TEST_05180,"[[0, 4980]]",1
TEST_05181,"[[0, 4980]]",1
TEST_05182,"[[70, 850], [1400, 2540], [2820, 4980]]",3
TEST_05183,"[[0, 4980]]",1
TEST_05184,"[[0, 4980]]",1
TEST_05185,[],0
TEST_05186,"[[0, 4980]]",1
TEST_05187,"[[0, 4980]]",1
TEST_05188,[],0
TEST_05189,"[[640, 4130]]",1
TEST_05190,"[[440, 3690]]",1
TEST_05191,"[[0, 4980]]",1
TEST_05192,"[[0, 2540], [2820, 3810], [4090, 4980]]",3
TEST_05193,"[[0, 4980]]",1
TEST_05194,"[[1720, 4240]]",1
TEST_05195,"[[0, 5010]]",1
TEST_05196,"[[0, 5000]]",1
TEST_05197,"[[270, 800], [2340, 3160]]",2
TEST_05198,"[[2330, 4980]]",1
TEST_05199,"[[770, 4990]]",1
TEST_05200,"[[1370, 2260], [3300, 4980]]",2
TEST_05201,"[[0, 4980]]",1
TEST_05202,"[[0, 4990]]",1
TEST_05203,"[[130, 860], [1140, 4980]]",2
TEST_05204,"[[2130, 4990]]",1
TEST_05205,"[[0, 4980]]",1
TEST_05206,"[[0, 4990]]",1
TEST_05207,"[[3640, 4990]]",1
TEST_05208,"[[0, 4990]]",1
TEST_05209,"[[0, 5000]]",1
TEST_05210,"[[1060, 3630]]",1
TEST_05211,[],0
TEST_05212,"[[0, 2380]]",1
TEST_05213,"[[0, 2240]]",1
TEST_05214,[],0
TEST_05215,"[[0, 4990]]",1
TEST_05216,"[[0, 4990]]",1
TEST_05217,[],0
TEST_05218,"[[0, 5010]]",1
TEST_05219,"[[410, 3140]]",1
TEST_05220,"[[1200, 4980]]",1
TEST_05221,[],0
TEST_05222,"[[0, 5010]]",1
TEST_05223,"[[0, 5010]]",1
TEST_05224,[],0
TEST_05225,[],0
TEST_05226,"[[0, 4980]]",1
TEST_05227,"[[0, 5010]]",1
TEST_05228,[],0
TEST_05229,"[[360, 2980]]",1
TEST_05230,"[[790, 5000]]",1
TEST_05231,"[[3220, 4430]]",1
TEST_05232,"[[0, 3660]]",1
TEST_05233,"[[360, 1910]]",1
TEST_05234,"[[0, 4990]]",1
TEST_05235,"[[0, 3820], [4100, 4980]]",2
TEST_05236,"[[0, 4980]]",1
TEST_05237,"[[1640, 4980]]",1
TEST_05238,"[[0, 4980]]",1
TEST_05239,"[[0, 4990]]",1
TEST_05240,"[[0, 4980]]",1
TEST_05241,"[[0, 4980]]",1
TEST_05242,"[[200, 1720], [2920, 4980]]",2
TEST_05243,"[[60, 4980]]",1
TEST_05244,"[[0, 4990]]",1
TEST_05245,"[[0, 4980]]",1
TEST_05246,"[[0, 4980]]",1
TEST_05247,"[[400, 4100]]",1
TEST_05248,"[[0, 4980]]",1
TEST_05249,"[[0, 5000]]",1
TEST_05250,[],0
TEST_05251,"[[2510, 3960]]",1
TEST_05252,"[[90, 4230]]",1
TEST_05253,"[[600, 4980]]",1
TEST_05254,"[[0, 4990]]",1
TEST_05255,"[[0, 4980]]",1
TEST_05256,[],0
TEST_05257,"[[0, 5000]]",1
TEST_05258,"[[780, 3300]]",1
TEST_05259,"[[320, 5010]]",1
TEST_05260,"[[0, 4990]]",1
TEST_05261,"[[0, 3450], [3950, 4980]]",2
TEST_05262,"[[0, 4260]]",1
TEST_05263,"[[0, 4990]]",1
TEST_05264,"[[0, 5010]]",1
TEST_05265,"[[0, 4980]]",1
TEST_05266,"[[1310, 4990]]",1
TEST_05267,"[[0, 4980]]",1
TEST_05268,[],0
TEST_05269,"[[0, 4980]]",1
TEST_05270,"[[0, 5000]]",1
TEST_05271,"[[140, 720]]",1
TEST_05272,"[[0, 2320], [2600, 4980]]",2
TEST_05273,"[[0, 1240], [2160, 4980]]",2
TEST_05274,"[[0, 5010]]",1
TEST_05275,"[[0, 5000]]",1
TEST_05276,"[[0, 4980]]",1
TEST_05277,"[[0, 5010]]",1
TEST_05278,"[[0, 4980]]",1
TEST_05279,"[[250, 2400]]",1
TEST_05280,"[[0, 4980]]",1
TEST_05281,"[[0, 4980]]",1
TEST_05282,"[[0, 5010]]",1
TEST_05283,"[[0, 4980]]",1
TEST_05284,"[[10, 620]]",1
TEST_05285,[],0
TEST_05286,"[[40, 5000]]",1
TEST_05287,"[[0, 5010]]",1
TEST_05288,"[[0, 4980]]",1
TEST_05289,"[[0, 4980]]",1
TEST_05290,"[[270, 1420], [1890, 4410]]",2
TEST_05291,"[[0, 4980]]",1
TEST_05292,"[[1590, 4980]]",1
TEST_05293,"[[0, 4980]]",1
TEST_05294,"[[560, 2830]]",1
TEST_05295,[],0
TEST_05296,"[[0, 4990]]",1
TEST_05297,"[[0, 4980]]",1
TEST_05298,"[[0, 4980]]",1
TEST_05299,"[[0, 4980]]",1
TEST_05300,"[[0, 4980]]",1
TEST_05301,[],0
TEST_05302,"[[180, 5000]]",1
TEST_05303,"[[1020, 3830]]",1
TEST_05304,"[[70, 4980]]",1
TEST_05305,[],0
TEST_05306,"[[0, 4980]]",1
TEST_05307,"[[0, 500], [3520, 4980]]",2
TEST_05308,"[[0, 4980]]",1
TEST_05309,"[[0, 4990]]",1
TEST_05310,[],0
TEST_05311,"[[150, 3350]]",1
TEST_05312,[],0
TEST_05313,"[[460, 3070], [3390, 4980]]",2
TEST_05314,"[[0, 4980]]",1
TEST_05315,"[[410, 4220]]",1
TEST_05316,"[[440, 4980]]",1
TEST_05317,[],0
TEST_05318,[],0
TEST_05319,"[[0, 4980]]",1
TEST_05320,"[[1390, 2240], [3500, 4980]]",2
TEST_05321,"[[50, 4980]]",1
TEST_05322,"[[500, 2250]]",1
TEST_05323,"[[0, 700], [1180, 1850], [2900, 3660]]",3
TEST_05324,"[[0, 5010]]",1
TEST_05325,"[[0, 4990]]",1
TEST_05326,"[[0, 4980]]",1
TEST_05327,"[[1500, 4980]]",1
TEST_05328,"[[180, 3820]]",1
TEST_05329,"[[0, 5000]]",1
TEST_05330,[],0
TEST_05331,"[[310, 2310], [2840, 4980]]",2
TEST_05332,[],0
TEST_05333,"[[380, 4980]]",1
TEST_05334,[],0
TEST_05335,"[[0, 620], [1230, 3050]]",2
TEST_05336,"[[0, 370]]",1
TEST_05337,"[[40, 4980]]",1
TEST_05338,"[[1190, 3590], [4310, 4980]]",2
TEST_05339,"[[0, 4990]]",1
TEST_05340,"[[0, 5000]]",1
TEST_05341,"[[0, 4980]]",1
TEST_05342,"[[80, 4410]]",1
TEST_05343,[],0
TEST_05344,"[[1380, 5010]]",1
TEST_05345,"[[0, 4980]]",1
TEST_05346,"[[0, 4990]]",1
TEST_05347,"[[260, 1170], [2830, 4980]]",2
TEST_05348,[],0
TEST_05349,"[[0, 3890]]",1
TEST_05350,"[[0, 4980]]",1
TEST_05351,"[[0, 3020]]",1
TEST_05352,[],0
TEST_05353,[],0
TEST_05354,"[[0, 4980]]",1
TEST_05355,"[[0, 4990]]",1
TEST_05356,"[[0, 4980]]",1
TEST_05357,"[[1160, 3440]]",1
TEST_05358,"[[0, 5010]]",1
TEST_05359,"[[0, 4980]]",1
TEST_05360,[],0
TEST_05361,"[[0, 4980]]",1
TEST_05362,[],0
TEST_05363,"[[2230, 4980]]",1
TEST_05364,"[[0, 5000]]",1
TEST_05365,[],0
TEST_05366,"[[0, 2600], [3200, 4980]]",2
TEST_05367,"[[0, 5000]]",1
TEST_05368,"[[0, 4990]]",1
TEST_05369,"[[0, 1330], [1670, 5010]]",2
TEST_05370,"[[0, 2550]]",1
TEST_05371,"[[0, 1110], [3660, 4980]]",2
TEST_05372,"[[2900, 4990]]",1
TEST_05373,"[[0, 4990]]",1
TEST_05374,"[[0, 4980]]",1
TEST_05375,"[[0, 4990]]",1
TEST_05376,"[[0, 4980]]",1
TEST_05377,"[[0, 4980]]",1
TEST_05378,"[[0, 5010]]",1
TEST_05379,"[[0, 5000]]",1
TEST_05380,"[[270, 5010]]",1
TEST_05381,"[[710, 4980]]",1
TEST_05382,"[[0, 5010]]",1
TEST_05383,"[[900, 4990]]",1
TEST_05384,[],0
TEST_05385,"[[2050, 4140]]",1
TEST_05386,"[[0, 5010]]",1
TEST_05387,"[[60, 4980]]",1
TEST_05388,"[[0, 5010]]",1
TEST_05389,"[[80, 4980]]",1
TEST_05390,"[[0, 3160]]",1
TEST_05391,"[[160, 5000]]",1
TEST_05392,"[[0, 4980]]",1
TEST_05393,"[[0, 4980]]",1
TEST_05394,"[[1240, 2550], [4350, 4980]]",2
TEST_05395,"[[0, 4980]]",1
TEST_05396,"[[1170, 4050]]",1
TEST_05397,"[[0, 4980]]",1
TEST_05398,"[[0, 4980]]",1
TEST_05399,"[[0, 4980]]",1
TEST_05400,[],0
TEST_05401,"[[1370, 3240]]",1
TEST_05402,[],0
TEST_05403,[],0
TEST_05404,[],0
TEST_05405,"[[0, 3270]]",1
TEST_05406,"[[0, 3730], [4410, 4990]]",2
TEST_05407,"[[0, 5010]]",1
TEST_05408,"[[520, 1700]]",1
TEST_05409,"[[0, 4980]]",1
TEST_05410,"[[0, 4980]]",1
TEST_05411,"[[0, 4990]]",1
TEST_05412,"[[0, 4990]]",1
TEST_05413,[],0
TEST_05414,"[[0, 4980]]",1
TEST_05415,"[[950, 3770]]",1
TEST_05416,"[[0, 4980]]",1
TEST_05417,"[[340, 3710]]",1
TEST_05418,"[[0, 2700], [3150, 4980]]",2
TEST_05419,"[[1130, 3180]]",1
TEST_05420,"[[0, 4990]]",1
TEST_05421,"[[0, 4990]]",1
TEST_05422,"[[1570, 4980]]",1
TEST_05423,"[[2810, 4980]]",1
TEST_05424,"[[320, 3200]]",1
TEST_05425,"[[210, 4980]]",1
TEST_05426,[],0
TEST_05427,[],0
TEST_05428,"[[1390, 4990]]",1
TEST_05429,"[[0, 5010]]",1
TEST_05430,[],0
TEST_05431,"[[660, 4000]]",1
TEST_05432,"[[0, 5000]]",1
TEST_05433,"[[0, 4980]]",1
TEST_05434,[],0
TEST_05435,"[[850, 1880], [3020, 3650]]",2
TEST_05436,[],0
TEST_05437,"[[0, 4100], [4430, 4980]]",2
TEST_05438,"[[0, 4980]]",1
TEST_05439,"[[500, 4110]]",1
TEST_05440,"[[830, 3450]]",1
TEST_05441,[],0
TEST_05442,"[[0, 5010]]",1
TEST_05443,"[[50, 2170]]",1
TEST_05444,"[[1750, 4980]]",1
TEST_05445,"[[0, 4990]]",1
TEST_05446,"[[2400, 4990]]",1
TEST_05447,"[[0, 4980]]",1
TEST_05448,"[[0, 5000]]",1
TEST_05449,"[[0, 4980]]",1
TEST_05450,"[[3400, 4120]]",1
TEST_05451,"[[0, 4980]]",1
TEST_05452,"[[0, 590], [870, 1650], [2100, 5000]]",3
TEST_05453,"[[0, 4990]]",1
TEST_05454,"[[1100, 5010]]",1
TEST_05455,"[[0, 4980]]",1
TEST_05456,[],0
TEST_05457,"[[0, 4980]]",1
TEST_05458,"[[0, 5000]]",1
TEST_05459,"[[2620, 4270]]",1
TEST_05460,"[[0, 4980]]",1
TEST_05461,"[[2370, 3620]]",1
TEST_05462,"[[0, 4980]]",1
TEST_05463,[],0
TEST_05464,"[[590, 4140]]",1
TEST_05465,"[[0, 4980]]",1
TEST_05466,"[[0, 4980]]",1
TEST_05467,"[[0, 4980]]",1
TEST_05468,"[[80, 1150], [1580, 2840], [3140, 4980]]",3
TEST_05469,"[[280, 850]]",1
TEST_05470,"[[0, 890], [1180, 3050], [3450, 4980]]",3
TEST_05471,"[[0, 4990]]",1
TEST_05472,"[[1700, 2350]]",1
TEST_05473,[],0
TEST_05474,"[[0, 4990]]",1
TEST_05475,"[[30, 1200], [1510, 2270]]",2
TEST_05476,"[[200, 5010]]",1
TEST_05477,"[[0, 4980]]",1
TEST_05478,"[[0, 4980]]",1
TEST_05479,"[[0, 2060], [3010, 3640]]",2
TEST_05480,"[[0, 4980]]",1
TEST_05481,"[[0, 4980]]",1
TEST_05482,[],0
TEST_05483,"[[400, 3180]]",1
TEST_05484,"[[0, 4980]]",1
TEST_05485,[],0
TEST_05486,"[[0, 4980]]",1
TEST_05487,"[[440, 4980]]",1
TEST_05488,"[[0, 4980]]",1
TEST_05489,"[[300, 2120], [2400, 4980]]",2
TEST_05490,"[[0, 4980]]",1
TEST_05491,"[[790, 1860]]",1
TEST_05492,"[[0, 4980]]",1
TEST_05493,[],0
TEST_05494,"[[1890, 4980]]",1
TEST_05495,"[[0, 5010]]",1
TEST_05496,"[[490, 5000]]",1
TEST_05497,"[[0, 4980]]",1
TEST_05498,"[[0, 3130], [3450, 4980]]",2
TEST_05499,[],0
TEST_05500,"[[0, 4980]]",1
TEST_05501,"[[0, 4980]]",1
TEST_05502,"[[2570, 4410]]",1
TEST_05503,"[[0, 4980]]",1
TEST_05504,"[[0, 4990]]",1
TEST_05505,[],0
TEST_05506,"[[0, 4980]]",1
TEST_05507,"[[2170, 4400]]",1
TEST_05508,"[[600, 1210], [3680, 4330]]",2
TEST_05509,"[[0, 4980]]",1
TEST_05510,"[[250, 4980]]",1
TEST_05511,"[[1460, 4420]]",1
TEST_05512,"[[2320, 5000]]",1
TEST_05513,"[[210, 5000]]",1
TEST_05514,"[[0, 4980]]",1
TEST_05515,"[[1410, 2420]]",1
TEST_05516,"[[0, 4990]]",1
TEST_05517,[],0
TEST_05518,"[[0, 5010]]",1
TEST_05519,"[[0, 4980]]",1
